SGBs	phylum	AH	GX	JL	SD	SX	XZ
JL5.bin054	Firmicutes	0	0	1	0	0	0
JL5.bin055	Firmicutes	0	1	1	0	1	0
JL5.bin056	Firmicutes	1	0	1	0	0	0
JL5.bin057	Firmicutes	0	0	1	0	0	0
JL5.bin058	Firmicutes	1	1	1	1	1	1
JL5.bin060	Firmicutes	1	1	0	0	0	1
JL5.bin061	Spirochaetes	0	0	0	0	0	0
JL5.bin064	Firmicutes	0	0	0	0	0	0
JL5.bin065	Firmicutes	0	0	1	0	0	0
JL5.bin067	Firmicutes	0	0	0	0	0	0
JL5.bin069	Firmicutes	1	0	1	1	1	1
JL5.bin071	Firmicutes	0	0	1	0	0	0
JL5.bin072	Euryarchaeota	0	0	0	0	0	0
JL5.bin073	Firmicutes	1	1	0	0	0	1
JL5.bin075	Firmicutes	0	0	1	0	0	0
JL5.bin078	Firmicutes	0	0	0	1	0	0
JL5.bin079	Firmicutes	1	1	0	1	1	0
JL5.bin080	Firmicutes	1	1	1	1	1	1
JL5.bin083	Firmicutes	0	0	0	0	0	0
JL5.bin084	Firmicutes	0	0	0	0	1	0
JL5.bin086	Firmicutes	0	0	0	0	0	0
JL5.bin087	Firmicutes	0	0	1	0	0	0
JL5.bin090	Firmicutes	1	1	1	1	1	1
JL5.bin091	Firmicutes	0	0	0	0	0	0
JL5.bin092	Firmicutes	0	0	1	0	0	0
JL5.bin093	Verrucomicrobia	0	0	1	0	1	0
JL5.bin095	Firmicutes	1	1	1	1	0	1
JL5.bin096	Firmicutes	1	1	0	1	0	0
JL5.bin098	Firmicutes	0	0	1	0	1	0
JL5.bin101	Firmicutes	0	0	0	1	0	0
JL5.bin103	Firmicutes	0	0	0	0	0	0
JL5.bin104	Firmicutes	0	0	0	0	0	0
JL5.bin107	Firmicutes	1	1	1	1	1	1
JL5.bin109	Bacteroidetes	0	1	1	0	1	0
JL5.bin110	Bacteroidetes	0	0	0	0	1	0
JL5.bin111	Firmicutes	0	0	0	0	0	0
JL5.bin113	Bacteroidetes	0	0	1	0	0	0
JL5.bin117	Firmicutes	1	1	1	1	0	0
JL5.bin120	Firmicutes	0	0	1	0	0	0
JL5.bin123	Actinobacteria	0	0	0	0	0	0
JL5.bin124	Firmicutes	0	0	0	0	0	0
JL5.bin127	Spirochaetes	0	0	0	0	0	0
JL5.bin128	Firmicutes	0	0	0	0	0	0
JL5.bin129	Firmicutes	0	0	0	0	0	0
JL5.bin133	Euryarchaeota	0	1	0	0	0	0
JL5.bin136	Firmicutes	0	0	0	0	0	0
JL5.bin137	Firmicutes	0	0	1	0	0	0
JL5.bin140	Firmicutes	1	1	1	1	1	1
JL5.bin141	Firmicutes	0	1	0	0	0	0
JL5.bin142	Proteobacteria	0	0	0	0	1	0
JL5.bin144	Firmicutes	0	0	0	1	0	0
JL5.bin145	Firmicutes	1	0	0	1	0	0
JL5.bin147	Bacteroidetes	1	1	1	1	1	1
JL5.bin148	Firmicutes	1	1	1	1	1	1
JL5.bin150	Spirochaetes	0	0	0	0	0	0
JL5.bin151	Firmicutes	1	1	1	1	0	1
JL5.bin153	Firmicutes	1	0	0	1	1	0
JL5.bin155	Firmicutes	0	0	0	1	1	1
JL5.bin158	Bacteroidetes	1	1	1	1	1	1
JL5.bin159	Firmicutes	0	0	0	0	0	0
JL5.bin162	Bacteroidetes	0	0	1	0	0	0
SD1.bin001	Firmicutes	0	0	0	0	0	0
SD1.bin006	Firmicutes	0	0	0	0	0	0
SD1.bin007	Firmicutes	1	1	1	1	1	0
SD1.bin009	Firmicutes	0	0	0	0	0	0
SD1.bin012	Firmicutes	1	0	0	0	0	0
SD1.bin013	Firmicutes	0	0	1	1	0	0
SD1.bin014	Firmicutes	0	0	0	0	0	0
SD1.bin017	Verrucomicrobia	0	0	0	0	0	0
SD1.bin018	Bacteroidetes	0	0	0	0	0	0
SD1.bin021	Firmicutes	0	0	0	0	0	0
SD1.bin022	Firmicutes	0	0	0	0	0	0
SD1.bin023	Firmicutes	0	1	0	1	0	1
SD1.bin026	Firmicutes	1	1	1	1	1	1
SD1.bin027	Firmicutes	1	1	0	1	0	1
SD1.bin030	Bacteroidetes	0	0	0	1	1	0
SD1.bin031	Firmicutes	0	0	1	0	1	0
SD1.bin032	Firmicutes	0	0	0	0	0	0
SD1.bin034	Bacteroidetes	0	0	0	1	0	0
SD1.bin035	Bacteroidetes	0	0	0	1	0	0
SD1.bin036	Firmicutes	0	0	0	1	0	0
SD1.bin037	Candidatus Melainabacteria	0	0	0	1	1	0
SD1.bin038	Firmicutes	0	0	0	0	0	0
SD1.bin043	Firmicutes	0	0	0	0	0	1
SD1.bin044	Firmicutes	1	1	1	1	1	1
SD1.bin045	Bacteroidetes	0	0	0	0	0	0
SD1.bin048	Firmicutes	0	0	0	0	0	0
SD1.bin049	Firmicutes	1	0	0	0	0	0
SD1.bin050	Firmicutes	0	0	0	1	0	0
SD1.bin052	Firmicutes	0	0	0	0	0	0
SD1.bin054	Verrucomicrobia	1	1	1	1	0	1
SD1.bin055	Firmicutes	0	0	0	0	0	0
SD1.bin056	Lentisphaerae	0	0	0	1	0	0
SD1.bin058	Firmicutes	0	0	0	0	0	0
SD1.bin059	Firmicutes	0	0	0	1	0	0
SD1.bin060	Firmicutes	0	0	0	1	0	0
SD1.bin062	Elusimicrobia	0	0	0	0	0	0
SD1.bin067	Verrucomicrobia	0	0	0	1	1	0
SD1.bin068	Firmicutes	0	0	0	0	0	0
SD1.bin069	Firmicutes	1	1	0	1	1	0
SD1.bin070	Firmicutes	1	0	0	1	1	0
SD1.bin071	Firmicutes	0	0	0	0	0	0
SD1.bin072	Firmicutes	0	0	0	0	0	0
SD1.bin073	Firmicutes	1	1	0	1	0	1
SD1.bin074	Firmicutes	0	1	0	0	0	0
SD1.bin075	Bacteroidetes	1	1	1	1	1	0
SD1.bin078	Firmicutes	0	0	0	1	0	1
SD1.bin079	Firmicutes	1	0	0	0	0	0
SD1.bin080	Firmicutes	0	0	0	1	0	0
SD1.bin083	Firmicutes	0	0	0	0	0	0
SD1.bin085	Firmicutes	0	0	0	0	0	0
SD1.bin086	Lentisphaerae	0	0	0	0	0	0
SD1.bin087	Firmicutes	0	1	0	0	0	0
SD1.bin088	Firmicutes	0	0	0	1	0	1
SD1.bin089	Firmicutes	1	0	0	0	0	0
SD1.bin091	Firmicutes	0	0	1	0	0	0
SD1.bin092	Firmicutes	0	0	0	0	0	0
SD1.bin093	Firmicutes	1	1	1	1	1	1
SD1.bin094	Lentisphaerae	0	0	0	1	0	0
SD1.bin096	Firmicutes	0	0	0	0	0	0
SD1.bin097	Bacteroidetes	0	0	0	1	0	0
SD1.bin099	Firmicutes	0	0	0	0	0	0
SD1.bin100	Candidatus Melainabacteria	0	0	0	0	0	0
SD1.bin101	Firmicutes	0	0	0	0	0	0
SD1.bin102	Firmicutes	0	0	0	0	0	0
SD1.bin105	Proteobacteria	0	0	0	0	0	0
SD1.bin108	Firmicutes	0	0	0	0	0	0
SD1.bin111	Firmicutes	0	0	0	0	0	0
SD1.bin112	Bacteroidetes	0	0	0	1	0	0
SD1.bin114	Firmicutes	0	1	0	1	0	0
SD1.bin116	Firmicutes	0	0	0	0	0	0
SD1.bin119	Firmicutes	0	0	0	1	0	0
SD1.bin120	Firmicutes	0	0	0	0	0	0
SD1.bin121	Firmicutes	1	1	1	1	1	1
SD1.bin122	Firmicutes	0	0	0	0	0	0
SD1.bin123	Firmicutes	0	0	0	0	0	0
SD1.bin125	Bacteroidetes	1	1	1	1	1	1
SD1.bin126	Bacteroidetes	0	0	0	0	0	0
SD1.bin127	Firmicutes	0	0	0	0	0	0
SD1.bin130	Firmicutes	1	0	1	1	1	0
SD1.bin132	Firmicutes	0	0	1	0	0	0
SD1.bin133	Firmicutes	1	0	0	1	0	0
SD1.bin134	Firmicutes	1	0	1	1	1	1
SD1.bin135	Candidatus Melainabacteria	0	0	0	0	0	0
SD1.bin137	Firmicutes	1	0	0	1	0	0
SD1.bin139	Firmicutes	0	1	0	0	0	0
SD1.bin141	Firmicutes	1	1	1	1	1	1
SD1.bin142	Firmicutes	1	0	1	1	1	0
SD1.bin144	Firmicutes	0	0	0	0	0	0
SD1.bin148	Firmicutes	0	0	0	1	0	0
SD1.bin150	Firmicutes	0	0	0	0	0	0
SD1.bin151	Lentisphaerae	0	0	0	1	0	0
SD1.bin152	Firmicutes	0	0	0	0	0	0
SD1.bin154	Firmicutes	0	0	0	0	0	0
SD1.bin156	Firmicutes	0	1	0	1	0	0
SD1.bin158	Firmicutes	0	0	0	1	0	0
SD1.bin159	Lentisphaerae	0	0	0	1	0	0
SD1.bin161	Bacteroidetes	0	0	0	0	0	0
SD1.bin165	Euryarchaeota	0	0	0	1	1	1
SD1.bin166	Firmicutes	0	0	0	0	0	0
SD1.bin167	Bacteroidetes	0	0	0	0	0	0
SD1.bin168	Lentisphaerae	0	0	0	0	0	0
SD1.bin169	Firmicutes	0	0	0	0	0	0
SD1.bin170	Firmicutes	0	0	0	0	0	1
SD1.bin171	Lentisphaerae	0	0	0	1	0	0
SD1.bin172	Elusimicrobia	0	0	0	0	0	0
SD1.bin174	Bacteroidetes	0	0	0	0	0	0
SD1.bin177	Firmicutes	0	1	0	1	0	1
SD1.bin179	Lentisphaerae	0	0	0	0	1	0
SD1.bin182	Firmicutes	0	0	0	0	0	0
SD1.bin183	Firmicutes	0	0	0	0	0	0
SD1.bin184	Firmicutes	0	0	0	0	0	0
SD1.bin185	Firmicutes	0	0	0	0	0	0
SD1.bin186	Firmicutes	0	0	0	0	0	0
SD1.bin187	Bacteroidetes	0	0	0	1	0	0
SD1.bin188	Bacteroidetes	1	1	1	1	1	0
SD1.bin189	Firmicutes	0	0	0	0	0	0
SD1.bin190	Proteobacteria	0	0	0	0	0	0
SD1.bin191	Firmicutes	1	1	1	1	1	0
SD1.bin193	Spirochaetes	1	0	0	1	1	0
SD1.bin194	Bacteroidetes	0	0	0	1	0	0
SD1.bin195	Firmicutes	0	0	0	1	0	0
SD1.bin197	Firmicutes	0	0	1	1	0	0
SD1.bin198	Lentisphaerae	0	0	0	1	1	0
SD1.bin199	Firmicutes	0	0	0	0	0	1
SD1.bin200	Firmicutes	1	0	1	1	1	0
SD1.bin202	Firmicutes	0	0	0	0	0	0
SD2.bin003	Lentisphaerae	0	0	0	1	0	0
SD2.bin004	Firmicutes	0	1	0	1	1	1
SD2.bin005	Firmicutes	0	0	0	0	0	1
SD2.bin006	Candidatus Melainabacteria	0	0	0	0	0	0
SD2.bin007	Firmicutes	0	0	0	1	0	0
SD2.bin008	Firmicutes	0	1	0	1	0	0
SD2.bin009	Firmicutes	0	0	0	1	0	0
SD2.bin010	Firmicutes	0	0	1	1	1	0
SD2.bin012	Firmicutes	0	0	0	0	0	0
SD2.bin013	Firmicutes	0	0	0	1	0	0
SD2.bin015	Firmicutes	0	1	0	1	0	1
SD2.bin016	Firmicutes	0	0	0	0	0	0
SD2.bin017	Lentisphaerae	0	0	0	0	0	0
SD2.bin020	Bacteroidetes	1	1	1	1	1	0
SD2.bin021	Firmicutes	0	0	0	0	0	0
SD2.bin022	Firmicutes	0	0	0	0	0	0
SD2.bin023	Firmicutes	0	1	0	0	1	0
SD2.bin024	Firmicutes	0	0	0	0	0	0
SD2.bin025	Firmicutes	1	1	0	1	1	1
SD2.bin026	Firmicutes	1	1	1	0	1	0
SD2.bin027	Planctomycetes	0	0	0	1	0	0
SD2.bin029	Firmicutes	0	0	0	1	0	0
SD2.bin031	Bacteroidetes	0	0	0	0	0	0
SD2.bin032	Firmicutes	0	0	0	0	0	0
SD2.bin036	Firmicutes	0	0	1	1	1	1
SD2.bin039	Firmicutes	0	0	0	1	0	0
SD2.bin040	Firmicutes	0	0	0	0	0	0
SD2.bin041	Firmicutes	0	0	0	1	0	0
SD2.bin043	Firmicutes	0	0	0	1	0	0
SD2.bin044	Proteobacteria	0	0	0	0	0	0
SD2.bin045	Firmicutes	0	0	0	0	0	0
SD2.bin046	Firmicutes	0	0	0	0	0	0
SD2.bin048	Firmicutes	0	0	0	0	0	0
SD2.bin051	Firmicutes	0	0	0	0	0	0
SD2.bin052	Firmicutes	1	1	0	1	0	1
SD2.bin053	Firmicutes	0	0	0	0	1	0
SD2.bin056	Firmicutes	1	0	0	1	0	1
SD2.bin057	Bacteroidetes	0	0	0	0	0	0
SD2.bin058	Firmicutes	0	0	0	0	0	0
SD2.bin059	Bacteroidetes	1	1	1	1	1	1
SD2.bin060	Firmicutes	0	0	0	0	0	0
SD2.bin061	Firmicutes	0	0	0	1	0	1
SD2.bin062	Firmicutes	0	1	0	1	0	0
SD2.bin065	Firmicutes	1	1	0	1	1	0
SD2.bin067	Firmicutes	1	1	0	1	1	1
SD2.bin069	Firmicutes	0	0	0	0	0	0
SD2.bin070	Bacteroidetes	0	0	1	0	0	0
SD2.bin072	Verrucomicrobia	0	0	0	1	0	0
SD2.bin073	Firmicutes	0	0	0	1	0	0
SD2.bin075	Firmicutes	1	1	1	1	1	1
SD2.bin077	Firmicutes	0	0	0	1	0	0
SD2.bin079	Bacteroidetes	1	0	1	1	1	1
SD2.bin081	Bacteroidetes	0	1	0	1	0	0
SD2.bin082	Firmicutes	0	0	0	0	0	0
SD2.bin083	Firmicutes	0	0	0	0	0	0
SD2.bin084	Firmicutes	0	0	0	0	0	0
SD2.bin085	Firmicutes	0	1	0	1	0	0
SD2.bin088	Firmicutes	1	0	1	1	0	0
SD2.bin091	Firmicutes	1	1	1	1	1	0
SD2.bin092	Firmicutes	0	0	0	0	0	0
SD2.bin093	Firmicutes	0	0	0	0	0	0
SD2.bin094	Firmicutes	0	0	0	0	0	0
SD2.bin098	Firmicutes	0	0	0	0	0	0
SD2.bin099	Firmicutes	1	1	1	1	1	1
SD2.bin104	Bacteroidetes	0	0	0	0	1	0
SD2.bin106	Bacteroidetes	0	0	0	1	0	0
SD2.bin107	Firmicutes	1	0	0	0	1	0
SD2.bin111	Bacteroidetes	1	1	1	1	1	1
SD2.bin113	Firmicutes	0	1	1	1	1	0
SD2.bin114	Firmicutes	1	1	1	1	1	0
SD2.bin116	Firmicutes	1	1	0	1	1	1
SD2.bin118	Firmicutes	1	1	0	1	1	1
SD2.bin119	Firmicutes	1	1	0	1	1	1
SD2.bin120	Firmicutes	0	1	0	0	0	0
SD2.bin121	Firmicutes	0	0	0	1	0	0
SD2.bin123	Firmicutes	0	0	0	1	0	0
SD2.bin124	Firmicutes	0	0	0	0	0	0
SD2.bin125	Firmicutes	0	0	0	0	0	0
SD2.bin128	Firmicutes	0	0	0	0	0	0
SD2.bin129	Firmicutes	0	0	0	1	0	0
SD2.bin130	Bacteroidetes	0	0	0	1	0	0
SD2.bin132	Firmicutes	1	0	1	0	1	0
SD2.bin133	Proteobacteria	0	0	0	0	0	0
SD2.bin134	Firmicutes	0	0	0	0	0	1
SD2.bin136	Planctomycetes	0	0	0	0	0	0
SD2.bin138	Firmicutes	0	0	0	1	0	0
SD2.bin139	Firmicutes	0	1	0	0	0	0
SD2.bin141	Firmicutes	0	0	0	0	0	0
SD2.bin142	Firmicutes	0	1	0	1	0	1
SD2.bin143	Firmicutes	0	0	0	0	0	0
SD2.bin145	Bacteroidetes	0	1	0	1	1	0
SD2.bin146	Firmicutes	1	0	0	0	0	0
SD2.bin147	Firmicutes	0	0	0	0	0	0
SD2.bin148	Firmicutes	0	1	0	0	0	0
SD2.bin150	Firmicutes	0	0	0	0	0	0
SD2.bin151	Bacteroidetes	0	0	0	0	0	0
SD2.bin152	Actinobacteria	1	0	0	1	0	0
SD2.bin153	Proteobacteria	0	0	0	0	0	0
SD2.bin154	Firmicutes	0	0	0	0	0	0
SD2.bin156	Firmicutes	1	1	1	1	1	0
SD2.bin157	Firmicutes	0	0	0	1	0	0
SD2.bin158	Firmicutes	1	1	0	1	1	1
SD2.bin159	Verrucomicrobia	0	0	0	1	0	0
SD2.bin160	Firmicutes	0	0	0	0	0	0
SD2.bin161	Firmicutes	0	0	0	1	0	0
SD2.bin165	Firmicutes	0	0	0	0	0	0
SD2.bin166	Proteobacteria	0	0	0	1	0	0
SD2.bin169	Firmicutes	0	0	0	0	0	0
SD2.bin172	Firmicutes	0	1	0	1	0	0
SD2.bin176	Firmicutes	1	0	0	0	0	1
SD2.bin178	Firmicutes	0	0	0	0	0	0
SD2.bin180	Bacteroidetes	1	1	1	1	1	1
SD2.bin182	Bacteroidetes	0	0	1	1	1	0
SD2.bin185	Firmicutes	1	1	1	1	1	1
SD2.bin186	Firmicutes	0	1	0	1	0	0
SD3.bin001	Firmicutes	0	0	0	0	0	0
SD3.bin002	Firmicutes	0	1	0	1	0	0
SD3.bin003	Firmicutes	0	0	0	0	0	0
SD3.bin004	Firmicutes	0	0	0	0	0	0
SD3.bin006	Firmicutes	1	1	0	1	1	1
SD3.bin007	Firmicutes	0	1	1	0	0	0
SD3.bin008	Firmicutes	0	0	0	0	0	1
SD3.bin009	Firmicutes	0	0	0	0	0	1
SD3.bin010	Firmicutes	0	0	0	0	0	0
SD3.bin011	Bacteroidetes	1	1	1	1	1	1
SD3.bin015	Firmicutes	0	0	0	0	0	0
SD3.bin016	Firmicutes	0	0	0	0	0	0
SD3.bin017	Proteobacteria	0	0	0	0	0	0
SD3.bin018	Firmicutes	1	0	0	0	0	1
SD3.bin019	Firmicutes	0	0	0	1	1	0
SD3.bin021	Firmicutes	1	1	0	1	0	0
SD3.bin022	Firmicutes	1	0	0	1	0	0
SD3.bin023	Bacteroidetes	0	0	0	0	0	0
SD3.bin024	Firmicutes	1	1	0	1	1	1
SD3.bin025	Firmicutes	1	1	1	1	1	1
SD3.bin026	Firmicutes	1	1	0	1	0	1
SD3.bin027	Proteobacteria	0	0	0	0	0	0
SD3.bin028	Firmicutes	0	0	0	0	0	0
SD3.bin029	Firmicutes	0	0	0	1	0	0
SD3.bin030	Firmicutes	1	1	0	1	1	1
SD3.bin032	Firmicutes	0	0	0	0	0	0
SD3.bin033	Firmicutes	0	0	0	0	0	1
SD3.bin034	Firmicutes	1	0	1	0	0	0
SD3.bin038	Firmicutes	0	0	0	0	1	0
SD3.bin039	Firmicutes	1	1	0	1	1	1
SD3.bin041	Firmicutes	1	1	0	0	0	0
SD3.bin042	Firmicutes	0	0	0	0	0	0
SD3.bin043	Firmicutes	0	0	0	0	0	0
SD3.bin045	Firmicutes	0	0	0	0	0	0
SD3.bin046	Firmicutes	0	0	0	0	1	0
SD3.bin047	Firmicutes	0	0	0	0	0	1
SD3.bin048	Firmicutes	0	0	0	0	0	0
SD3.bin049	Firmicutes	1	0	1	0	0	0
SD3.bin050	Firmicutes	0	0	0	0	0	0
SD3.bin051	Firmicutes	1	1	1	1	1	1
SD3.bin052	Firmicutes	0	0	0	0	1	0
SD3.bin054	Firmicutes	1	1	1	0	1	0
SD3.bin055	Firmicutes	0	1	0	1	0	1
SD3.bin056	Bacteroidetes	1	0	1	1	1	0
SD3.bin057	Proteobacteria	0	0	0	1	1	0
SD3.bin058	Firmicutes	0	0	0	0	0	0
SD3.bin059	Firmicutes	0	0	0	0	0	0
SD3.bin060	Firmicutes	0	0	0	0	0	0
SD3.bin061	Firmicutes	0	0	0	0	1	0
SD3.bin062	Firmicutes	0	1	0	0	0	0
SD3.bin063	Firmicutes	0	0	0	1	0	0
SD3.bin064	Firmicutes	0	0	0	0	0	0
SD3.bin065	Firmicutes	0	0	0	0	0	0
SD3.bin066	Firmicutes	1	1	1	1	1	1
SD3.bin067	Firmicutes	0	0	0	0	0	0
SD3.bin069	Firmicutes	0	0	0	0	0	0
SD3.bin070	Firmicutes	0	0	0	0	0	0
SD3.bin071	Lentisphaerae	0	0	0	1	0	0
SD3.bin073	Firmicutes	0	0	0	0	0	0
SD3.bin074	Firmicutes	0	0	0	1	0	1
SD3.bin076	Planctomycetes	1	0	1	1	0	0
SD3.bin077	Firmicutes	0	0	0	0	0	0
SD3.bin078	Firmicutes	0	0	0	0	0	1
SD3.bin079	Firmicutes	0	0	0	1	0	0
SD3.bin080	Firmicutes	0	0	0	0	0	0
SD3.bin081	Firmicutes	1	1	1	1	1	1
SD3.bin083	Bacteroidetes	0	0	1	0	1	0
SD3.bin084	Firmicutes	0	0	0	0	0	0
SD3.bin085	Firmicutes	0	1	0	1	0	0
SD3.bin090	Firmicutes	0	0	0	0	1	0
SD3.bin091	Firmicutes	0	0	0	0	0	0
SD3.bin092	Firmicutes	0	0	0	0	0	0
SD3.bin095	Firmicutes	1	1	1	1	1	1
SD3.bin096	Firmicutes	0	0	0	0	0	0
SD3.bin099	Firmicutes	0	0	0	1	0	0
SD3.bin100	Firmicutes	0	0	0	0	0	0
SD3.bin101	Firmicutes	0	0	0	1	0	0
SD3.bin102	Firmicutes	0	0	0	0	0	0
SD3.bin104	Firmicutes	0	0	0	0	0	0
SD3.bin105	Bacteroidetes	1	1	1	1	1	0
SD3.bin108	Firmicutes	0	0	0	0	0	0
SD3.bin109	Firmicutes	0	0	0	0	0	0
SD3.bin110	Firmicutes	0	1	0	1	0	1
SD3.bin111	Firmicutes	0	0	1	0	0	0
SD3.bin112	Firmicutes	0	0	0	0	0	0
SD3.bin113	Firmicutes	0	1	0	1	0	0
SD3.bin114	Firmicutes	0	0	0	0	1	0
SD3.bin115	Firmicutes	0	0	0	0	0	0
SD3.bin116	Firmicutes	0	1	0	1	1	1
SD3.bin117	Firmicutes	1	0	1	1	1	0
SD3.bin119	Firmicutes	0	0	0	1	0	0
SD3.bin120	Bacteroidetes	0	0	0	0	0	0
SD3.bin123	Actinobacteria	0	0	0	0	0	0
SD3.bin124	Firmicutes	1	1	0	1	1	0
SD3.bin125	Bacteroidetes	1	1	1	1	1	1
SD3.bin126	Firmicutes	0	0	0	0	0	0
SD3.bin128	Firmicutes	0	1	1	1	0	0
SD3.bin130	Bacteroidetes	1	1	1	1	1	1
SD3.bin131	Firmicutes	1	0	1	1	0	0
SD3.bin132	Firmicutes	0	0	0	0	0	0
SD3.bin133	Firmicutes	0	0	0	0	0	0
SD3.bin136	Firmicutes	0	0	0	0	0	0
SD3.bin137	Firmicutes	0	1	0	1	1	1
SD3.bin138	Firmicutes	0	0	0	0	1	0
SD3.bin139	Firmicutes	0	0	0	1	1	0
SD3.bin140	Firmicutes	0	0	0	1	0	0
SD3.bin141	Firmicutes	0	0	0	0	0	0
SD3.bin142	Firmicutes	0	0	0	0	0	0
SD3.bin143	Proteobacteria	1	1	1	1	1	1
SD3.bin144	Firmicutes	1	0	0	0	0	0
SD3.bin145	Firmicutes	0	0	0	1	0	0
SD3.bin146	Euryarchaeota	1	0	0	1	1	1
SD3.bin147	Firmicutes	0	0	0	0	0	0
SD3.bin148	Firmicutes	0	0	0	0	0	0
SD3.bin149	Firmicutes	0	0	0	0	0	0
SD3.bin150	Firmicutes	0	0	0	0	0	0
SD3.bin151	Firmicutes	0	0	0	0	0	0
SD3.bin152	Firmicutes	0	0	0	0	0	0
SD3.bin153	Firmicutes	0	0	0	1	0	0
SD3.bin154	Tenericutes	0	0	0	0	0	0
SD3.bin157	Verrucomicrobia	0	0	0	0	0	0
SD3.bin158	Firmicutes	0	1	0	0	0	0
SD3.bin159	Firmicutes	0	0	0	0	0	0
SD3.bin160	Firmicutes	0	0	0	0	0	0
SD3.bin161	Firmicutes	0	0	0	0	0	0
SD3.bin162	Firmicutes	1	1	0	1	1	0
SD3.bin167	Firmicutes	0	0	0	0	0	0
SD3.bin168	Firmicutes	0	0	0	0	0	0
SD3.bin169	Firmicutes	0	0	0	0	0	0
SD3.bin170	Firmicutes	0	0	1	0	0	0
SD3.bin173	Firmicutes	0	0	0	0	0	0
SD3.bin175	Firmicutes	0	0	0	0	0	0
SD3.bin176	Firmicutes	0	0	0	0	0	0
SD3.bin179	Firmicutes	0	0	0	0	0	0
SD3.bin180	Firmicutes	1	1	1	1	1	1
SD3.bin183	Firmicutes	0	0	0	0	0	0
SD3.bin184	Firmicutes	0	0	0	1	0	0
SD3.bin186	Firmicutes	1	0	0	1	0	0
SD3.bin187	Firmicutes	0	1	0	1	0	0
SD3.bin189	Bacteroidetes	1	1	1	1	1	1
SD3.bin191	Firmicutes	0	0	0	0	0	0
SD3.bin192	Firmicutes	0	1	0	0	0	1
SD3.bin193	Firmicutes	0	0	0	1	1	0
SD3.bin194	Firmicutes	0	0	0	0	0	0
SD3.bin196	Firmicutes	0	1	1	0	1	0
SD3.bin197	Firmicutes	1	1	0	0	0	0
SD3.bin198	Firmicutes	0	0	0	0	0	0
SD3.bin200	Firmicutes	1	1	0	1	0	0
SD3.bin202	Firmicutes	1	0	1	1	1	0
SD4.bin001	Firmicutes	0	0	0	1	0	1
SD4.bin002	Proteobacteria	0	0	0	0	0	0
SD4.bin003	Firmicutes	0	0	0	0	0	0
SD4.bin005	Proteobacteria	0	0	0	0	0	0
SD4.bin010	Firmicutes	0	0	0	0	0	0
SD4.bin011	Firmicutes	0	0	0	0	0	0
SD4.bin013	Firmicutes	1	0	1	1	1	0
SD4.bin014	Firmicutes	0	0	0	0	0	0
SD4.bin017	Proteobacteria	0	0	0	0	0	0
SD4.bin018	Bacteroidetes	0	0	0	0	0	0
SD4.bin019	Proteobacteria	0	0	0	0	0	0
SD4.bin020	Bacteroidetes	0	1	0	0	0	0
SD4.bin022	Firmicutes	1	1	0	1	0	1
SD4.bin025	Lentisphaerae	0	0	0	0	0	0
SD4.bin026	Bacteroidetes	0	0	1	0	1	0
SD4.bin029	Bacteroidetes	0	0	0	0	0	0
SD4.bin030	Firmicutes	0	0	0	0	0	0
SD4.bin032	Verrucomicrobia	0	0	0	0	0	0
SD4.bin033	Verrucomicrobia	0	0	0	1	0	0
SD4.bin034	Firmicutes	0	1	0	1	0	0
SD4.bin035	Lentisphaerae	0	0	0	0	0	0
SD4.bin038	Firmicutes	0	0	0	0	0	0
SD4.bin039	Proteobacteria	0	0	0	0	0	0
SD4.bin040	Bacteroidetes	1	0	0	1	1	0
SD4.bin043	Firmicutes	0	0	0	0	0	0
SD4.bin044	Candidatus Melainabacteria	0	0	0	1	0	0
SD4.bin045	Lentisphaerae	0	0	0	0	0	0
SD4.bin047	Firmicutes	0	0	0	0	0	0
SD4.bin048	Bacteroidetes	1	0	0	1	1	0
SD4.bin049	Deferribacteres	0	0	0	0	0	0
SD4.bin050	Bacteroidetes	0	0	0	0	1	0
SD4.bin051	Firmicutes	0	0	0	0	0	0
SD4.bin052	Firmicutes	0	0	0	0	0	0
SD4.bin054	Firmicutes	0	0	0	0	0	0
SD4.bin055	Firmicutes	0	0	0	0	0	0
SD4.bin056	Firmicutes	0	1	0	1	1	1
SD4.bin057	Lentisphaerae	0	0	0	0	0	0
SD4.bin058	Firmicutes	0	0	0	0	0	0
SD4.bin059	Firmicutes	0	0	0	0	0	0
SD4.bin061	Firmicutes	0	0	0	0	0	0
SD4.bin062	Firmicutes	0	0	0	0	0	0
SD4.bin063	Firmicutes	0	0	0	1	0	0
SD4.bin065	Firmicutes	0	0	0	1	0	1
SD4.bin066	Proteobacteria	0	0	0	0	0	0
SD4.bin067	Firmicutes	0	0	0	0	0	0
SD4.bin070	Proteobacteria	0	0	0	0	1	0
SD4.bin074	Bacteroidetes	1	1	1	1	1	1
SD4.bin075	Firmicutes	0	1	0	0	0	0
SD4.bin076	Bacteroidetes	1	1	1	1	1	1
SD4.bin079	Lentisphaerae	0	0	0	0	0	0
SD4.bin081	Firmicutes	0	0	0	0	0	0
SD4.bin082	Firmicutes	1	1	0	1	0	1
SD4.bin083	Firmicutes	0	0	0	0	0	0
SD4.bin084	Lentisphaerae	0	0	0	0	0	0
SD4.bin085	Firmicutes	0	0	0	0	0	1
SD4.bin086	Proteobacteria	0	0	0	0	0	0
SD4.bin088	Bacteroidetes	0	0	0	0	0	0
